month,start_station_name,member_casual,count_of_users
5,South Shore Dr & 71st St,casual,17
5,Wells St & 19th St,casual,17
5,Ashland Ave & Archer Ave,casual,17
5,Cottage Grove Ave & 63rd St,casual,17
5,Loomis St & Archer Ave,casual,17
5,Cottage Grove Ave & Oakwood Blvd,casual,17
5,Damen Ave & Wabansia Ave,casual,17
5,Bernard St & Elston Ave,casual,17
5,Francisco Ave & Bloomingdale Ave,casual,17
6,Eastlake Ter & Howard St,casual,17
6,Kedzie Ave & Bryn Mawr Ave,casual,17
6,Western Ave & 111th St,casual,17
6,Bosworth Ave & Howard St,casual,17
6,Hamlin Ave & Grand Ave,casual,17
6,Lamon Ave & Belmont Ave,casual,17
7,Keystone Ave & Montrose Ave,casual,17
7,Walden Pkwy & 100th St,casual,17
7,Long & Irving Park,casual,17
7,Malcolm X College,casual,17
7,N Clark St & W Elm St,casual,17
7,Public Rack - Milwaukee Ave & Higgins Ave,casual,17
1,Ashland Ave & 13th St,casual,17
4,Ravenswood Ave & Berteau Ave,casual,17
4,Western Ave & 21st St,casual,17
5,Eastlake Ter & Howard St,casual,17
5,Malcolm X College,casual,17
6,Pulaski Rd & 51st St,casual,17
6,Western Ave & Fillmore St,casual,17
1,Calumet Ave & 21st St,casual,16
1,Troy St & Grace St,casual,16
1,Morgan St & 31st St,casual,16
1,Damen Ave & Cullerton St,casual,16
1,Halsted St & North Branch St,casual,16
2,Keystone Ave & Montrose Ave,casual,16
2,Ashland Ave & Grand Ave,casual,16
2,Blackstone Ave & Hyde Park Blvd,casual,16
2,Kimball Ave & Belmont Ave,casual,16
2,Claremont Ave & Hirsch St,casual,16
2,Western Ave & Monroe St,casual,16
2,Glenwood Ave & Touhy Ave,casual,16
2,Harlem & Irving Park,casual,16
3,Wabash Ave & Cermak Rd,casual,16
3,Dodge Ave & Mulford St,casual,16
3,Kedzie Ave & Foster Ave,casual,16
3,2112 W Peterson Ave,casual,16
3,Stony Island Ave & 71st St,casual,16
4,N Paulina St & Lincoln Ave,casual,16
4,Racine Ave & 35th St,casual,16
4,State St & 19th St,casual,16
4,Western Ave & Howard St,casual,16
4,Halsted St & Archer Ave,casual,16
4,Wentworth Ave & 35th St,casual,16
4,Central Park Ave & North Ave,casual,16
4,Avondale Ave & Irving Park Rd,casual,16
5,Kedzie Ave & George St,casual,16
5,Public Rack - Pulaski Rd & Armitage Ave,casual,16
6,Kildare Ave & Division St,casual,16
6,Sawyer Ave & Irving Park Rd,casual,16
6,Woodlawn Ave & Lake Park Ave,casual,16
6,Kostner Ave & Wrightwood Ave,casual,16
6,Central St & Girard Ave,casual,16
6,Sheridan Rd & Greenleaf Ave,casual,16
6,Lincoln Ave & Balmoral Ave,casual,16
6,Troy Ave & 27th St,casual,16
6,Austin Blvd & Chicago Ave,casual,16
6,Oakley Ave & Touhy Ave,casual,16
7,Public Rack - Hyde Park Blvd & 55th St,casual,16
7,Fairfield Ave & 44th St,casual,16
7,Cottage Grove Ave & 43rd St,casual,16
7,Kenosha & Wellington,casual,16
7,Canal St & Harrison St,casual,16
7,South Shore Dr & 67th St,casual,16
7,Central Park Ave & 24th St,casual,16
7,Harper Ave & 59th St,casual,16
3,Kildare Ave & Montrose Ave,casual,16
5,Tripp Ave & 65th St,casual,16
5,Oak Park & Wellington,casual,16
6,Prairie Ave & Garfield Blvd,casual,16
6,Dorchester Ave & 49th St,casual,16
7,Maplewood Ave & Peterson Ave,casual,16
2,Halsted St & 35th St,casual,16
3,Western Ave & Grace St,casual,16
4,Oakley Ave & Irving Park Rd,casual,16
1,Sawyer Ave & Irving Park Rd,casual,15
1,Burnham Harbor,casual,15
1,Cornell Ave & Hyde Park Blvd,casual,15
1,Pulaski Rd & 51st St,casual,15
1,Pulaski Rd & Eddy St (Temp),casual,15
1,Hoyne Ave & Balmoral Ave,casual,15
2,Manor Ave & Leland Ave,casual,15
2,Pulaski Rd & 51st St,casual,15
2,Bernard St & Elston Ave,casual,15
2,N Sheffield Ave & W Wellington Ave,casual,15
2,Cicero Ave & Lake St,casual,15
3,Albany Ave & Montrose Ave,casual,15
3,Kilbourn & Roscoe,casual,15
3,Albany Ave & Belmont Ave,casual,15
3,Kedzie Ave & 110th St,casual,15
3,Public Rack - Washtenaw Ave & Superior St,casual,15
3,Pulaski Rd & Eddy St (Temp),casual,15
3,Seeley Ave & Garfield Blvd,casual,15
3,Kedzie Ave & 57th St,casual,15
3,Wentworth Ave & 24th St (Temp),casual,15
4,California Ave & Montrose Ave,casual,15
4,Christiana Ave & Lawrence Ave,casual,15
4,Kedzie Ave & George St,casual,15
4,Wolcott Ave & Fargo Ave,casual,15
4,Shields Ave & 28th Pl,casual,15
4,State St & 29th St,casual,15
4,Wentworth Ave & 24th St,casual,15
5,Calumet Ave & 51st St,casual,15
5,Milwaukee Ave & Cuyler Ave,casual,15
5,Western Ave & Gunnison St,casual,15
5,N Carpenter St & W Lake St,casual,15
5,Lavergne & Fullerton,casual,15
5,Yates Blvd & 75th St,casual,15
5,Prairie Ave & 43rd St,casual,15
5,Elston Ave & Wabansia Ave,casual,15
5,Clinton St & Polk St,casual,15
5,Big Marsh Park,casual,15
6,California Ave & Lake St,casual,15
5,Western Ave & 24th St,casual,15
6,Kildare Ave & Montrose Ave,casual,15
6,Kedzie Ave & 21st St,casual,15
6,Evanston Civic Center,casual,15
6,Public Rack - Hamlin Ave & Fullerton Ave,casual,15
7,Central St Metra,casual,15
7,Ridge Blvd & Touhy Ave,casual,15
7,Cottage Grove Ave & 63rd St,casual,15
7,Lavergne & Fullerton,casual,15
7,Narragansett & Wrightwood,casual,15
2,Western Ave & Grace St,casual,15
2,Stewart Ave & 83rd St,casual,15
2,Canal St & Harrison St,casual,15
7,Loomis St & Archer Ave,casual,15
1,Budlong Woods Library,casual,14
1,N Sheffield Ave & W Wellington Ave,casual,14
1,N Southport Ave & W Newport Ave,casual,14
1,Lincoln Park Conservatory,casual,14
1,Drake Ave & Addison St,casual,14
1,Public Rack - Woodlawn Ave & 63rd St N,casual,14
1,Rhodes Ave & 32nd St,casual,14
1,Pulaski Rd & 60th St,casual,14
2,Western Ave & Congress Pkwy,casual,14
2,Halsted St & 78th St,casual,14
2,Winchester (Ravenswood) Ave & Balmoral Ave,casual,14
2,Paulina St & Howard St,casual,14
2,Troy St & Elston Ave,casual,14
3,Lamon Ave & Belmont Ave,casual,14
3,Kedzie Ave & 52nd St,casual,14
3,Kilpatrick Ave & Parker Ave,casual,14
3,Normal Ave & Archer Ave,casual,14
3,Kedzie Ave & 21st St,casual,14
3,Kostner Ave & Wrightwood Ave,casual,14
3,MLK Jr Dr & 56th St,casual,14
3,Lake Park Ave & 35th St,casual,14
3,Western Ave & 111th St,casual,14
3,N Southport Ave & W Newport Ave,casual,14
3,Ashland Ave & Garfield Blvd,casual,14
4,Cottage Grove Ave & 63rd St,casual,14
4,DuSable Museum,casual,14
4,Drake Ave & Montrose Ave,casual,14
4,Sheridan Rd & Columbia Ave,casual,14
4,Western Ave & Gunnison St,casual,14
4,N Sheffield Ave & W Wellington Ave,casual,14
4,Talman Ave & Addison St,casual,14
4,Lawler Ave & 50th St,casual,14
4,Avers Ave & Belmont Ave,casual,14
5,Avenue O & 134th St,casual,14
5,Maplewood Ave & Peterson Ave,casual,14
5,Ridge Blvd & Howard St,casual,14
5,DuSable Museum,casual,14
5,Richmond St & Lincoln Ave,casual,14
5,Keystone Ave & Montrose Ave,casual,14
5,Evanston Civic Center,casual,14
5,63rd St Beach,casual,14
5,Public Rack - Cumberland & Catherine,casual,14
6,Ridge Blvd & Howard St,casual,14
6,Eggleston Ave & 69th St,casual,14
6,Kenosha & Wellington,casual,14
6,California Ave & 21st St,casual,14
6,California Ave & 23rd Pl,casual,14
6,Central Park Ave & Ogden Ave,casual,14
6,Cottage Grove Ave & Oakwood Blvd,casual,14
7,Kildare Ave & Montrose Ave,casual,14
7,Orange & Addison,casual,14
7,Sacramento Ave & 25th St,casual,14
7,California & 16th St,casual,14
7,Warren Park West,casual,14
7,Pulaski Rd & Eddy St,casual,14
1,Dodge Ave & Church St,casual,14
1,Knox Ave & Montrose Ave,casual,14
2,Lake Park Ave & 35th St,casual,14
4,Kosciuszko Park,casual,14
4,MLK Jr Dr & 47th St,casual,14
7,Milwaukee Ave & Cuyler Ave,casual,14
7,Central Park Ave & Ogden Ave,casual,14
4,Oakley Ave & Touhy Ave,casual,14
1,Southport Ave & Clark St,casual,13
1,Lincoln Ave & Winona St,casual,13
1,Kedzie Ave & Leland Ave,casual,13
2,Troy St & Grace St,casual,13
2,State St & 19th St,casual,13
2,Southport Ave & Clark St,casual,13
2,Malcolm X College,casual,13
2,Cottage Grove Ave & 51st St,casual,13
2,Calumet Ave & 33rd St,casual,13
2,Rockwell St & Archer Ave,casual,13
3,Lincoln Ave & Peterson Ave,casual,13
3,Meade Ave & Diversey Ave,casual,13
3,Warren Park West,casual,13
3,Damen Ave & 59th St,casual,13
3,Valli Produce - Evanston Plaza,casual,13
3,Rockwell St & Fletcher St,casual,13
3,Dorchester Ave & 63rd St,casual,13
3,Kedzie Ave & Lake St,casual,13
3,Cottage Grove Ave & 83rd St,casual,13
3,Rockwell St & Archer Ave,casual,13
3,Western Ave & Howard St,casual,13
3,Bosworth Ave & Howard St,casual,13
3,Ridge Blvd & Touhy Ave,casual,13
3,Western Ave & 24th St,casual,13
3,Central St & Girard Ave,casual,13
3,Racine Ave & 13th St,casual,13
3,Central Park Ave & 24th St,casual,13
5,Shabbona Park,casual,13
5,Western Ave & Granville Ave,casual,13
5,Oakley Ave & Touhy Ave,casual,13
5,Eberhart Ave & 61st St,casual,13
5,Chicago State University,casual,13
5,State St & 95th St,casual,13
5,La Villita Park (Albany/30th),casual,13
5,Sheridan Rd & Columbia Ave,casual,13
5,Kenosha & Wellington,casual,13
5,N Paulina St & Lincoln Ave,casual,13
5,Jeffery Blvd & 67th St,casual,13
5,Monticello Ave & Irving Park Rd,casual,13
5,Lincoln Ave & Balmoral Ave,casual,13
5,Cicero Ave & Lake St,casual,13
6,Maplewood Ave & Peterson Ave,casual,13
6,Western Ave & Lake St,casual,13
6,Hermitage Ave & Polk St,casual,13
6,Public Rack - Monticello Ave & Belmont Ave,casual,13
6,Sacramento Blvd & Franklin Blvd,casual,13
6,Public Rack - Western Blvd & 49th St,casual,13
6,Dorchester Ave & 63rd St,casual,13
6,St. Louis Ave & Balmoral Ave,casual,13
6,Lincoln Ave & Winona St,casual,13
6,Public Rack - Columbus & 79th,casual,13
7,Chicago State University,casual,13
7,Richmond St & Lincoln Ave,casual,13
7,Conservatory Dr & Lake St,casual,13
7,Kilpatrick Ave & Parker Ave,casual,13
7,2112 W Peterson Ave,casual,13
7,Kilbourn & Belden,casual,13
1,Keystone Ave & Montrose Ave,casual,13
2,Avers Ave & Belmont Ave,casual,13
2,Lincoln Ave & Winona St,casual,13
2,Kenton Ave & Madison St,casual,13
3,Kilbourn & Belden,casual,13
3,Cottage Grove Ave & Oakwood Blvd,casual,13
3,MLK Jr Dr & Pershing Rd,casual,13
5,Shields Ave & 28th Pl,casual,13
5,Millard Ave & 26th St,casual,13
5,Fairfield Ave & 44th St,casual,13
6,Lavergne & Fullerton,casual,13
6,Racine Ave & 35th St,casual,13
6,Racine Ave & Randolph St,casual,13
7,Princeton Ave & 47th St,casual,13
7,Public Rack - Midway Orange Line,casual,13
1,Kedzie Ave & Lake St,casual,12
1,Rockwell St & Fletcher St,casual,12
1,Shields Ave & 28th Pl,casual,12
1,Western Ave & Lunt Ave,casual,12
1,Long & Irving Park,casual,12
1,Montrose Harbor,casual,12
1,Wentworth Ave & 35th St,casual,12
1,Morgan Ave & 14th Pl,casual,12
1,Kedzie Ave & 57th St,casual,12
1,Albany Ave & Montrose Ave,casual,12
1,Kedzie Ave & Foster Ave,casual,12
1,Washtenaw Ave & Polk St,casual,12
1,Public Rack - Western Blvd & 49th St,casual,12
1,Central Ave & Parker Ave,casual,12
1,Greenwood Ave & 47th St,casual,12
1,Leavitt St & Archer Ave,casual,12
1,Western Ave & Howard St,casual,12
2,Racine Ave & Fullerton Ave (Temp),casual,12
2,Laflin St & Cullerton St,casual,12
2,Ridge Blvd & Touhy Ave,casual,12
2,Central Park Ave & North Ave,casual,12
3,Ogden Ave & Roosevelt Rd,casual,12
3,Kedzie Ave & 24th St,casual,12
3,Washtenaw Ave & Ogden Ave,casual,12
2,Western Ave & Fillmore St,casual,12
3,Shields Ave & 28th Pl,casual,12
3,Public Rack - Western Blvd & 49th St,casual,12
3,Roscoe & Harlem,casual,12
3,State St & 29th St,casual,12
3,Lamon Ave & Armitage Ave,casual,12
3,Austin Blvd & Lake St,casual,12
3,Western Ave & Gunnison St,casual,12
3,Emerald Ave & 28th St,casual,12
3,Rockwell St & Cermak Rd,casual,12
3,MTV Hubbard St,casual,12
4,Washtenaw Ave & Polk St,casual,12
4,Knox Ave & Montrose Ave,casual,12
4,Leavitt St & Addison St,casual,12
4,Manor Ave & Leland Ave,casual,12
4,Central Park Ave & Ogden Ave,casual,12
4,Rainbow Beach,casual,12
5,Western Ave & 111th St,casual,12
5,Wentworth Ave & 35th St,casual,12
5,Campbell Ave & Irving Park Rd,casual,12
5,Francisco Ave & Foster Ave,casual,12
5,Conservatory Dr & Lake St,casual,12
5,Public Rack - Midway Orange Line,casual,12
5,Whipple/Irving Park,casual,12
5,Kedzie Ave & 21st St,casual,12
5,St. Louis Ave & Balmoral Ave,casual,12
6,Burnham Greenway & 105th St,casual,12
6,Public Rack - Pulaski Rd & Armitage Ave,casual,12
6,State St & 79th St,casual,12
6,South Shore Dr & 67th St,casual,12
6,Dodge Ave & Main St,casual,12
6,Nordica & Medill,casual,12
6,Jeffery Blvd & 67th St,casual,12
6,Normal Ave & Archer Ave,casual,12
6,Lamon Ave & Armitage Ave,casual,12
7,Public Rack - Kostner Ave & Armitage Ave,casual,12
7,Kilbourn Ave & Irving Park Rd,casual,12
7,Austin Blvd & Chicago Ave,casual,12
7,Pulaski Rd & 60th St,casual,12
7,Kostner Ave & 63rd St,casual,12
7,Lincoln Ave & Peterson Ave,casual,12
7,Public Rack - Christiana & Lincoln,casual,12
7,Avenue O & 134th St,casual,12
7,Cicero Ave & Lake St,casual,12
1,Oakley Ave & Irving Park Rd,casual,12
1,Prairie Ave & Garfield Blvd,casual,12
1,Christiana Ave & Lawrence Ave,casual,12
1,Shields Ave & 31st St,casual,12
1,California Ave & Byron St,casual,12
1,Wood St & Hubbard St,casual,12
2,MLK Jr Dr & 56th St,casual,12
2,Lake Park Ave & 47th St,casual,12
2,Kilbourn Ave & Irving Park Rd,casual,12
2,Rhodes Ave & 32nd St,casual,12
2,California Ave & Lake St,casual,12
2,Halsted St & 18th St,casual,12
3,Walden Pkwy & 100th St,casual,12
4,Indiana Ave & 31st St,casual,12
4,Dodge Ave & Mulford St,casual,12
5,Public Rack - Christiana Ave & Belmont Ave,casual,12
5,Public Rack - Milwaukee Ave & Haussen Ct,casual,12
5,Dodge Ave & Mulford St,casual,12
6,La Villita Park (Albany/30th),casual,12
6,Western Ave & Ardmore Ave,casual,12
6,Kedzie Ave & Foster Ave,casual,12
6,Public Rack - Midway Orange Line,casual,12
7,Public Rack - Pulaski Rd & Armitage Ave,casual,12
7,Nordica & Medill,casual,12
7,Elmwood Ave & Austin St,casual,12
7,Dodge Ave & Mulford St,casual,12
4,Indiana Ave & 26th St,casual,12
5,State St & 29th St,casual,12
6,Washtenaw Ave & Polk St,casual,12
3,St. Louis Ave & Balmoral Ave,casual,12
7,Central Ave & Lake St,casual,12
1,Cannon Dr & Fullerton Ave,casual,11
1,Wentworth Ave & 24th St (Temp),casual,11
1,Harlem & Irving Park,casual,11
1,Emerald Ave & 31st St,casual,11
1,Meade Ave & Diversey Ave,casual,11
1,Evanston Civic Center,casual,11
1,Dodge Ave & Mulford St,casual,11
1,Damen Ave & Melrose Ave,casual,11
2,Kilpatrick Ave & Parker Ave,casual,11
2,Cottage Grove Ave & 43rd St,casual,11
2,Wentworth Ave & 35th St,casual,11
2,Clark St & Jarvis Ave,casual,11
2,Leavitt St & Archer Ave,casual,11
2,Stony Island Ave & 71st St,casual,11
2,Kenosha & Wellington,casual,11
2,Halsted St & 21st St,casual,11
2,Halsted St & North Branch St,casual,11
2,Wentworth Ave & 24th St (Temp),casual,11
2,St. Louis Ave & Balmoral Ave,casual,11
3,Ashland Ave & Pershing Rd,casual,11
2,Ogden Ave & Roosevelt Rd,casual,11
3,Pulaski Rd & Congress Pkwy,casual,11
3,Maplewood Ave & Peterson Ave,casual,11
3,Western Blvd & 48th Pl,casual,11
3,Public Rack - Midway Orange Line,casual,11
3,Public Rack - Lowell Ave & Elston Ave,casual,11
3,Elston Ave & George St,casual,11
3,Clark St & Jarvis Ave,casual,11
3,Cicero Ave & Lake St,casual,11
4,Racine Ave & 13th St,casual,11
4,Spaulding Ave & 63rd St,casual,11
4,Mulligan Ave & Wellington Ave,casual,11
4,Rockwell St & Archer Ave,casual,11
4,Malcolm X College,casual,11
5,Normal Ave & Archer Ave,casual,11
5,Austin Blvd & Chicago Ave,casual,11
5,Union Ave & Root St,casual,11
5,Central St & Girard Ave,casual,11
5,Racine Ave & 13th St,casual,11
5,Western Ave & Congress Pkwy,casual,11
5,Racine Ave & 35th St,casual,11
5,Green St & Randolph St*,casual,11
5,Ridge Blvd & Touhy Ave,casual,11
5,Lincolnwood Dr & Central St,casual,11
5,Dorchester Ave & 49th St,casual,11
5,Lockwood Ave & Wrightwood Ave,casual,11
5,Sacramento Blvd & Franklin Blvd,casual,11
5,Pulaski Rd & Eddy St,casual,11
5,Cottage Grove Ave & 47th St,casual,11
5,Austin Blvd & Lake St,casual,11
5,Central Ave & Lake St,casual,11
6,Francisco Ave & Foster Ave,casual,11
6,Clinton St & Polk St,casual,11
6,Central Park & Augusta Blvd,casual,11
7,Cicero Ave & Grace St,casual,11
7,Fullerton & Monitor,casual,11
7,Austin Blvd & Lake St,casual,11
7,Oakley Ave & Touhy Ave,casual,11
7,Halsted St & 37th St,casual,11
7,St Louis Ave & 59th St,casual,11
7,Cottage Grove Ave & 47th St,casual,11
7,Rockwell St & Archer Ave,casual,11
1,Central Park Ave & North Ave,casual,11
1,Washtenaw Ave & Lawrence Ave,casual,11
3,Archer (Damen) Ave & 37th St,casual,11
3,Ridge Blvd & Howard St,casual,11
3,Mulligan Ave & Wellington Ave,casual,11
4,Clark St & Touhy Ave,casual,11
5,Central Ave & Roscoe St,casual,11
5,Smith Park,casual,11
6,Western Blvd & 48th Pl,casual,11
6,Wolcott Ave & Fargo Ave,casual,11
7,Public Rack - Lawndale Ave & Diversey Ave,casual,11
6,Greenwood Ave & 97th St,casual,11
7,Woodlawn Ave & Lake Park Ave,casual,11
1,Malcolm X College,casual,10
1,Albany Ave & Belmont Ave,casual,10
1,Halsted St & 21st St,casual,10
1,Clark St & Touhy Ave,casual,10
1,Kilbourn Ave & Irving Park Rd,casual,10
1,Eberhart Ave & 131st St,casual,10
1,Smith Park,casual,10
2,N Shore Channel Trail & Argyle St,casual,10
2,Knox Ave & Montrose Ave,casual,10
2,Kedzie Ave & Lake St,casual,10
2,Public Rack - Milwaukee Ave & Diversey Ave,casual,10
2,Kedzie Ave & 21st St,casual,10
2,MLK Jr Dr & Pershing Rd,casual,10
2,Central St & Girard Ave,casual,10
2,Lincoln Ave & Roscoe St*,casual,10
2,Public Rack - Hamlin Ave & Montrose Ave,casual,10
2,Lamon Ave & Belmont Ave,casual,10
2,Drake Ave & Montrose Ave,casual,10
2,Keystone Ave & Fullerton Ave,casual,10
3,Indiana Ave & 103rd St,casual,10
3,Wood St & 35th St,casual,10
3,Bernard St & Elston Ave,casual,10
3,Lincoln Ave & Balmoral Ave,casual,10
3,Laramie Ave & Kinzie St,casual,10
3,Shabbona Park,casual,10
3,Doty Ave & 111th St,casual,10
3,Central Ave & Chicago Ave,casual,10
4,Kildare Ave & Montrose Ave,casual,10
4,Central Park Ave & Elbridge Ave,casual,10
4,Emerald Ave & 28th St,casual,10
4,Kilbourn & Roscoe,casual,10
4,Princeton Ave & Garfield Blvd,casual,10
4,California Ave & Francis Pl,casual,10
4,Leavitt St & Lawrence Ave,casual,10
5,Public Rack - Milwaukee Ave & Higgins Ave,casual,10
5,Public Rack - Woodlawn Ave & 63rd St N,casual,10
5,Woodlawn Ave & Lake Park Ave,casual,10
5,Pulaski Rd & 60th St,casual,10
5,Mulligan Ave & Wellington Ave,casual,10
5,Kilbourn Ave & Irving Park Rd,casual,10
5,Francisco Ave & Hollywood Ave,casual,10
5,Clark St & Touhy Ave,casual,10
5,Meade Ave & Diversey Ave,casual,10
5,Public Rack - Western Blvd & 49th St,casual,10
5,Clark St & Jarvis Ave,casual,10
5,Kildare Ave & Division St,casual,10
6,Ashland Ave & 13th St,casual,10
5,Kostner Ave & Wrightwood Ave,casual,10
5,Archer Ave & 43rd St,casual,10
5,Laramie Ave & Kinzie St,casual,10
6,Wentworth Ave & 33rd St,casual,10
5,Budlong Woods Library,casual,10
5,Dodge Ave & Church St,casual,10
6,Chicago State University,casual,10
6,Pulaski Rd & 60th St,casual,10
6,Public Rack - Lowell Ave & Elston Ave,casual,10
6,Halsted St & North Branch St,casual,10
6,Kilpatrick Ave & Parker Ave,casual,10
6,Princeton Ave & 47th St,casual,10
6,Public Rack - Hamlin Ave & Montrose Ave,casual,10
7,Clark St & Jarvis Ave,casual,10
7,Normal Ave & Archer Ave,casual,10
6,Public Rack - Cumberland & Catherine,casual,10
7,Public Rack - 61st St & Melvina Ave,casual,10
7,Dodge Ave & Main St,casual,10
7,Archer (Damen) Ave & 37th St,casual,10
7,Troy Ave & 27th St,casual,10
7,Komensky Ave & 55th St,casual,10
7,Burnham Greenway & 105th St,casual,10
7,Public Rack - Christiana Ave & Belmont Ave,casual,10
7,Public Rack - Milwaukee Ave & Haussen Ct,casual,10
7,Kilpatrick Ave & Grand Ave,casual,10
7,Laramie Ave & Madison St,casual,10
7,Stewart Ave & 63rd St,casual,10
7,Dorchester Ave & 49th St,casual,10
7,Central Ave & Parker Ave,casual,10
7,Dorchester Ave & 63rd St,casual,10
7,Campbell Ave & 51st St,casual,10
1,Canal St & Harrison St,casual,10
1,Kilbourn & Roscoe,casual,10
1,Eastlake Ter & Howard St,casual,10
2,Ashland Ave & 13th St,casual,10
3,Cottage Grove Ave & 43rd St,casual,10
3,Hegewisch Metra Station,casual,10
3,Union Ave & Root St,casual,10
4,63rd St Beach,casual,10
4,Warren Park East,casual,10
5,Kildare Ave & 26th St,casual,10
5,Public Rack - Jonathan Y Scammon Public School,casual,10
6,Central Ave & Madison St,casual,10
6,Kostner Ave & 63rd St,casual,10
6,Union Ave & Root St,casual,10
7,Eberhart Ave & 61st St,casual,10
7,Ridge Blvd & Howard St,casual,10
7,Public Rack - S. New England/ W. 65th,casual,10
7,Narragansett Ave & School St,casual,10
1,Racine Ave & 13th St,casual,10
3,Loomis St & Archer Ave,casual,10
6,California & 16th St,casual,10
6,Sacramento Ave & Pershing Rd,casual,10
1,Wabash Ave & Cermak Rd,casual,10
7,Prairie Ave & Garfield Blvd,casual,10
4,Keystone Ave & Montrose Ave,casual,10
1,Western Ave & Gunnison St,casual,9
1,Sacramento Blvd & Addison St,casual,9
1,Elston Ave & George St,casual,9
1,Kedzie Ave & Bryn Mawr Ave,casual,9
1,Indiana Ave & 31st St,casual,9
1,Princeton Ave & Garfield Blvd,casual,9
1,Mulligan Ave & Wellington Ave,casual,9
1,Ridge Blvd & Howard St,casual,9
1,Washtenaw Ave & Peterson Ave,casual,9
1,Public Rack - Lowell Ave & Elston Ave,casual,9
1,Campbell Ave & Irving Park Rd,casual,9
2,State St & 79th St,casual,9
2,Oak Park & Wellington,casual,9
2,Calumet Ave & 35th St,casual,9
2,Cottage Grove Ave & 47th St,casual,9
2,Rockwell St & Fletcher St,casual,9
2,Orange & Addison,casual,9
2,Clark St & Touhy Ave,casual,9
2,Whipple/Irving Park,casual,9
2,Kildare Ave & Montrose Ave,casual,9
2,Western Ave & Berteau Ave,casual,9
3,Hamlin Ave & 62nd Pl,casual,9
3,Springfield Ave & 47th St,casual,9
3,Wentworth Ave & 63rd St,casual,9
3,Kildare Ave & 26th St,casual,9
3,Halsted St & 63rd St,casual,9
3,Western Ave & Granville Ave,casual,9
3,South Shore Dr & 67th St,casual,9
3,Commercial Ave & 130th St,casual,9
4,MLK Jr Dr & Pershing Rd,casual,9
3,Dorchester Ave & 49th St,casual,9
4,Cottage Grove Ave & 47th St,casual,9
4,Cottage Grove Ave & 67th St,casual,9
4,Narragansett & Wrightwood,casual,9
4,Prospect Sq & 91st St,casual,9
4,Kedzie Ave & Chicago Ave,casual,9
4,Kilbourn Ave & Irving Park Rd,casual,9
4,Kedzie Ave & 52nd St,casual,9
4,Elston Ave & Wabansia Ave,casual,9
4,Sacramento Blvd & Franklin Blvd,casual,9
4,Ashland Ave & 50th St,casual,9
4,Elston Ave & George St,casual,9
4,Pulaski Rd & Eddy St,casual,9
4,Dorchester Ave & 49th St,casual,9
4,Ogden Ave & Roosevelt Rd,casual,9
5,Long Ave & Belden Ave,casual,9
5,Kedzie Ave & 57th St,casual,9
5,Public Rack - Washtenaw Ave & Superior St,casual,9
5,Prairie Ave & Garfield Blvd,casual,9
5,Perry Ave & 69th St,casual,9
6,Lawndale Ave & 30th St,casual,9
6,N Clark St & W Elm St,casual,9
5,Fairfield Ave & Roosevelt Rd,casual,9
6,Kildare Ave & 26th St,casual,9
6,Public Rack - 63rd Pl & Narraganssett Ave,casual,9
6,Richmond St & Lincoln Ave,casual,9
6,Public Rack - Milwaukee Ave & Higgins Ave,casual,9
6,Eberhart Ave & 61st St,casual,9
6,Indiana Ave & 103rd St,casual,9
7,Kildare Ave & Division St,casual,9
7,Public Rack - Kenton Ave & Palmer St,casual,9
7,Pulaski Rd & 21st St,casual,9
7,Western Ave & 24th St,casual,9
7,La Villita Park (Albany/30th),casual,9
7,Damen Ave & Coulter St,casual,9
7,Public Rack - Avers & Lawrence,casual,9
7,California Ave & Winona St,casual,9
7,Latrobe Ave & Chicago Ave,casual,9
7,Wolcott Ave & Fargo Ave,casual,9
7,Western Ave & 111th St,casual,9
7,Kilbourn Ave & Milwaukee Ave,casual,9
7,Public Rack - Hamlin Ave & Fullerton Ave,casual,9
7,Washtenaw Ave & Polk St,casual,9
1,Kildare Ave & Montrose Ave,casual,9
1,Lamon Ave & Belmont Ave,casual,9
1,Wood St & Webster Ave,casual,9
1,Drake Ave & Montrose Ave,casual,9
2,Public Rack - Pulaski Rd & Armitage Ave,casual,9
2,Washtenaw Ave & Peterson Ave,casual,9
2,Elston Ave & Wabansia Ave,casual,9
2,W Armitage Ave & N Sheffield Ave,casual,9
3,State St & 79th St,casual,9
3,Campbell Ave & Irving Park Rd,casual,9
3,Public Rack - Kilbourn Ave & Fullerton Ave,casual,9
3,South Shore Dr & 71st St,casual,9
3,Western Ave & 104th St,casual,9
3,Public Rack - Milwaukee Ave & Haussen Ct,casual,9
3,Indiana Ave & 31st St,casual,9
3,Cottage Grove Ave & 51st St,casual,9
3,Latrobe Ave & Chicago Ave,casual,9
3,Chicago State University,casual,9
4,Sheridan Rd & Greenleaf Ave,casual,9
4,Austin Blvd & Lake St,casual,9
4,Kedzie Ave & 21st St,casual,9
5,Public Rack - Milwaukee Ave & Diversey Ave,casual,9
5,Valli Produce - Evanston Plaza,casual,9
5,Kilbourn & Belden,casual,9
5,Wolcott Ave & Fargo Ave,casual,9
5,Rainbow Beach,casual,9
6,Jeffery Blvd & 71st St,casual,9
7,Long Ave & Belmont Ave,casual,9
7,Budlong Woods Library,casual,9
7,Public Rack - Lafayette Ave & 95th St,casual,9
